LAKPRE,20210302,5.15,5.15,4.85,4.85,1725
LEXUS,20210302,17.75,17.75,17.75,17.75,5000
M14RG,20210302,9.94,9.95,9.94,9.94,12500
M17RD,20210302,7.83,7.83,7.83,7.83,900
MAHICKRA,20210302,80.5,80.75,77,77.1,15000
MANAV,20210302,4.8,4.8,4.8,4.8,4000
MARSHALL,20210302,11.9,11.95,11.9,11.95,6000
MASKINVEST,20210302,34.5,34.5,34.5,34.5,2
MELSTAR,20210302,1.8,1.8,1.8,1.8,1010
MHHL,20210302,19.05,20.85,18.95,20.85,54000
MINDSPACE,20210302,305,306.5,304.22,304.99,187600
MITCON,20210302,40.5,40.5,40.5,40.5,18000
MOLDTEKPP,20210302,245,270,240.5,256.8,285
NABARD,20210302,1304.78,1304.79,1295,1295,210
NHAI,20210302,1070,1071.9,1067.15,1069.97,3289
NHAI,20210302,1240,1241.5,1240,1240.96,250
NHAI,20210302,1130,1130,1101.1,1101.1,252
NHAI,20210302,1296.75,1297.9,1292,1297.16,950
NHAI,20210302,1176.01,1190,1176.01,1190,223
NHAI,20210302,1290,1295,1290,1294,3144
NHAI,20210302,1254.51,1264,1252,1256.89,1821
NHBTF2014,20210302,5825,5825,5799,5799,37
NHBTF2014,20210302,7090,7144,7090,7144,30
NHBTF2023,20210302,6761,6761,6720,6723,266
NITINFIRE,20210302,0.55,0.65,0.55,0.55,112153
ORTEL,20210302,1.1,1.1,1,1,38052
OSIAHYPER,20210302,162,162,160,160,800
PAEL,20210302,3.75,3.75,3.75,3.75,76
PANSARI,20210302,30.25,30.25,30.25,30.25,12000
PAR,20210302,82.3,82.3,82.3,82.3,4000
PARIN,20210302,55.25,55.25,55.25,55.25,2000
PASHUPATI,20210302,60.25,61,60.25,60.5,14400
PENTAGOLD,20210302,67.7,74.75,67.7,74.75,6000
PIGL,20210302,27.45,27.45,27.45,27.45,4000
POWERFUL,20210302,5.45,5.45,5.45,5.45,2000
PUNJLLOYD,20210302,2.1,2.1,2,2.1,676485
RAJMET,20210302,86.5,86.5,86.5,86.5,500
RAJRAYON,20210302,0.25,0.25,0.2,0.2,284213
RELIANCEPP,20210302,1229,1239.9,1203.25,1215.15,754127
RNAVAL,20210302,2.75,2.85,2.65,2.85,1371044
RPPL,20210302,107.05,107.05,106.65,106.65,2000
SANWARIA,20210302,0.95,0.95,0.9,0.95,7902384
SARVESHWAR,20210302,14.45,14.8,14.4,14.8,4800
SECURCRED,20210302,15.75,15.9,15.2,15.2,3600
SELMCL,20210302,1.55,1.55,1.55,1.55,31469
SEZAL,20210302,5.35,5.35,5.2,5.35,36967
SGBAPR28I,20210302,4715,4970,4701,4738.22,216
SGBAUG24,20210302,4725,4837,4725,4751.5,275
SGBAUG27,20210302,4734.35,4782,4605,4704.33,246
SGBAUG28V,20210302,4700,4700,4670,4677.91,4761
SGBDC27VII,20210302,4738,4738,4700,4700,4
SGBDEC2512,20210302,4888,4890,4880,4880,13
SGBDEC2513,20210302,4700,4800,4700,4800,2
SGBDEC26,20210302,4950,4950,4950,4950,1
SGBFEB24,20210302,4707.9,4720.99,4700,4712.25,198
SGBFEB28IX,20210302,4695,4796,4662,4700,78
SGBFEB29XI,20210302,4712,4790,4680,4722.39,167
SGBJ28VIII,20210302,4710,4743,4710,4743,4
SGBJAN27,20210302,4700,4700,4645,4689.34,68
SGBJAN29IX,20210302,4693,4700,4675.01,4682.09,247
SGBJAN29X,20210302,4700,4759,4676,4690.57,122
SGBJUL25,20210302,4745,4745,4650,4743,136
SGBJUL27,20210302,4620,4662,4550,4660.5,146
SGBJUL28IV,20210302,4650,4700,4600,4633.84,2125
SGBJUN28,20210302,4663.73,4663.73,4627.05,4640.98,442
SGBMAR24,20210302,4781,4781,4651,4699.16,19
SGBMAR25,20210302,4650,4670,4620,4630.52,604
SGBMAR28X,20210302,4700,4735,4653,4670,20
SGBMAY25,20210302,4685,4697.8,4576,4680.31,301
SGBMAY26,20210302,4702,4702,4606,4698,43
SGBMAY28,20210302,4669,4669,4621.1,4646.33,726
SGBN28VIII,20210302,4750,4800,4735,4750.38,74
SGBNOV23,20210302,4752,4752,4750,4750,64
SGBNOV24,20210302,4690,4690,4655,4665,250
SGBNOV258,20210302,4690,4690,4690,4690,8
SGBNOV25IX,20210302,4608,4608,4606,4606,10
SGBNOV26,20210302,4713.9,4713.9,4713.9,4713.9,1
SGBOC28VII,20210302,4774,4774,4720,4755,33
SGBOCT25,20210302,4750,4750,4750,4750,24
SGBOCT25IV,20210302,4700,5147.1,4700,4983.99,76
SGBOCT25V,20210302,4769.99,4769.99,4769.99,4769.99,10
SGBOCT26,20210302,4790,4790,4790,4790,2
SGBOCT27,20210302,4750,4750,4617.1,4695,38
SGBOCT27VI,20210302,4650,4780,4650,4680,40
SGBSEP24,20210302,4750,4750,4675,4675,167
SGBSEP27,20210302,4755,4755,4755,4755,10
SGBSEP28VI,20210302,4739.98,4770,4739.98,4758,516
SHANTI,20210302,23.5,23.5,23.5,23.5,18000
SHUBHLAXMI,20210302,13.4,13.4,13.4,13.4,22000
SIGMA,20210302,44.9,45,37.2,45,12000
SIKKO,20210302,22.6,22.6,22.3,22.3,20000
SILGO,20210302,49.2,49.2,44.8,44.85,30000
SILVERTUC,20210302,89,89,89,89,2000
SMVD,20210302,8.95,8.95,8.95,8.95,2000
SOFTTECH,20210302,89.75,90,89.75,89.85,3200
SONAMCLOCK,20210302,58.25,58.35,58.25,58.35,9000
SONISOYA,20210302,10.45,10.45,10.45,10.45,6000
SPENTEX,20210302,0.75,0.75,0.7,0.75,191776
SREIBNPNCD,20210302,411,411,401,401,85
SREIBNPNCD,20210302,501.12,501.12,501.12,501.12,42
SREIBNPNCD,20210302,390,390,390,390,41
SREIBNPNCD,20210302,270.35,270.35,270.35,270.35,10
SREIBNPNCD,20210302,400,400,400,400,10
SREIBNPNCD,20210302,320,448.99,320,350,225
SRIRAM,20210302,14.45,14.7,14.45,14.7,54000
SSINFRA,20210302,8.7,8.7,8.7,8.7,3000
SYNCOM,20210302,2.6,2.6,2.45,2.45,100766
TANTIACONS,20210302,2.05,2.05,2.05,2.05,1
TARACHAND,20210302,38.25,38.5,38,38,8000
TATACAPHSG,20210302,1023.1,1056.99,1023.1,1027.01,55
TATACAPHSG,20210302,1060,1060,1060,1060,5
TATACAPHSG,20210302,1055,1055,1055,1055,1
TCFSL,20210302,1046,1047.9,1046,1047.9,260
TCFSL,20210302,1080,1087.99,1080,1084.99,635
TECHIN,20210302,3,3.15,2.9,3.15,8909
TEMBO,20210302,210.6,211,200,203,86000
THEJO,20210302,1261,1261,1250,1250,600
THIRUSUGAR,20210302,7.5,7.5,6.9,7.45,2832
UCL,20210302,33.35,37.5,33.25,37.5,12000
UNITECH,20210302,1.85,1.85,1.8,1.8,2111141
UNITEDPOLY,20210302,18.05,18.05,18.05,18.05,9000
UNITY,20210302,0.85,0.95,0.85,0.95,22169
VASA,20210302,6,6,6,6,4000
VCL,20210302,25,25.45,25,25.45,12000
VIDEOIND,20210302,5.4,5.65,5.35,5.65,377894
WANBURY,20210302,108.35,108.5,108.35,108.5,18618
